"bonus","chain","co_owned","date","empft","emppt","firstinc","hrsopen","inctime","meals","ncalls","nmgrs","nregs","nregs11","observation","open","pctaff","pentree","pfry","psoda","region","sheet","special","state","status","type","wage_st","emptot","pct_fte","time","treated"
NA,"wendys","no",1992-12-13,5,25,0.18,12.5,28,"reduced price meals",9,6,NA,NA,"November 1992",10.5,NA,2.07,1.09,1.11,"northj",112,"no","New Jersey","answered 2nd interview","personal",5.05,23.5,21.2765957446809,1,1
NA,"kfc","yes",1992-11-14,3,16,0.25,11,26,"free meals",1,2,3,2,"November 1992",11,NA,2.32,0.79,1.05,"centralj",128,"no","New Jersey","answered 2nd interview","phone",5.05,13,23.0769230769231,1,1
NA,"roys","no",1992-11-13,7,18,0.25,16,52,"reduced price meals",NA,4,4,3,"November 1992",6,NA,0.89,1,1.11,"centralj",129,"no","New Jersey","answered 2nd interview","phone",5.05,20,35,1,1
NA,"roys","no",1992-12-16,8,22,NA,15,NA,"reduced price meals",2,3,5,4,"November 1992",7,NA,1.05,1.11,1.05,"centralj",131,"no","New Jersey","answered 2nd interview","personal",5.05,22,36.3636363636364,1,1
NA,"wendys","no",1992-11-14,11,25,0.25,12,19,"reduced price meals",NA,5,NA,NA,"November 1992",11,NA,NA,NA,NA,"centralj",139,"yes","New Jersey","answered 2nd interview","phone",5.5,28.5,38.5964912280702,1,1
NA,"wendys","no",1992-12-16,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"November 1992",NA,NA,NA,NA,NA,"centralj",143,NA,"New Jersey","closed for highway construction","personal",NA,NA,NA,1,1
NA,"wendys","no",1992-11-17,4,37,0.35,12.5,26,"reduced price meals",1,3,2,2,"November 1992",10.5,NA,1.26,0.94,0.94,"centralj",144,"yes","New Jersey","answered 2nd interview","phone",5.05,25.5,15.6862745098039,1,1
NA,"bk","no",1992-11-10,10,8,0.13,16,26,"reduced price meals",NA,4,3,2,"November 1992",7,NA,0.95,0.96,1.05,"northj",145,"yes","New Jersey","answered 2nd interview","phone",5.28,18,55.5555555555556,1,1
NA,"bk","no",1992-11-18,6,0,0.38,14,13,"reduced price meals",1,3,2,2,"November 1992",7,NA,0.91,0.91,1.13,"northj",147,"no","New Jersey","answered 2nd interview","phone",5.25,9,66.6666666666667,1,1
NA,"bk","no",1992-11-10,7.5,30,0.2,17,26,"reduced price meals",NA,4,3,3,"November 1992",7,NA,0.94,0.94,1.05,"northj",148,"yes","New Jersey","answered 2nd interview","phone",5.05,26.5,28.3018867924528,1,1
NA,"bk","no",1992-12-30,0,0,NA,NA,NA,NA,2,0,NA,NA,"November 1992",NA,NA,NA,NA,NA,"northj",151,NA,"New Jersey","closed permanently","personal",NA,0,NA,1,1
NA,"bk","no",1992-11-10,12,13.5,0.28,15,13,"reduced price meals",NA,5,3,3,"November 1992",7,NA,0.94,0.94,1.16,"northj",152,"no","New Jersey","answered 2nd interview","phone",5.05,23.75,50.5263157894737,1,1
NA,"kfc","no",1992-11-17,12,8,0.25,11,26,"free meals",2,2,2,2,"November 1992",10.5,NA,2.47,0.83,0.95,"northj",157,"no","New Jersey","answered 2nd interview","phone",5.5,18,66.6666666666667,1,1
NA,"roys","yes",1992-11-19,26,12,NA,17,NA,"reduced price meals",4,4,7,5,"November 1992",6,NA,1.05,1.06,1.11,"northj",161,"no","New Jersey","answered 2nd interview","phone",5.05,36,72.2222222222222,1,1
NA,"roys","yes",1992-11-12,1.5,33,0.15,15,26,"reduced price meals",NA,3,NA,NA,"November 1992",7,NA,NA,NA,NA,"northj",163,"no","New Jersey","answered 2nd interview","phone",5.05,21,7.14285714285714,1,1
NA,"roys","yes",1992-11-12,5,15,0.15,17,52,"reduced price meals",NA,3,5,3,"November 1992",6,NA,1.05,1.06,1.11,"northj",164,"no","New Jersey","answered 2nd interview","phone",5.05,15.5,32.258064516129,1,1
NA,"wendys","no",1992-11-17,10,17,0.13,12.5,14,"reduced price meals",1,4,2,2,"November 1992",10.5,NA,1.05,0.98,1.05,"northj",165,"no","New Jersey","answered 2nd interview","phone",5.05,22.5,44.4444444444444,1,1
NA,"bk","yes",1992-11-16,20,6,0.15,16,52,"reduced price meals",NA,4,3,3,"November 1992",7,NA,1.05,1.05,1.11,"northj",169,"no","New Jersey","answered 2nd interview","phone",5.05,27,74.0740740740741,1,1
NA,"bk","yes",1992-11-10,20,20,NA,16,4,"free meals",NA,4,4,4,"November 1992",7,NA,1.18,1.11,1.29,"northj",170,"no","New Jersey","answered 2nd interview","phone",5.05,34,58.8235294117647,1,1
NA,"roys","no",1992-11-12,5,17.5,0.2,15,13,"reduced price meals",NA,3,4,4,"November 1992",7,NA,1.05,1.06,1.11,"northj",187,"no","New Jersey","answered 2nd interview","phone",5.05,16.75,29.8507462686567,1,1
NA,"roys","yes",1992-11-12,7,30,0.18,15,26,"reduced price meals",NA,4,5,3,"November 1992",7,NA,1.74,1.01,1.05,"northj",190,"no","New Jersey","answered 2nd interview","phone",5.05,26,26.9230769230769,1,1
NA,"wendys","yes",1992-11-13,0,30,0.18,12.5,26,"reduced price meals",NA,3,2,2,"November 1992",10.5,NA,2.11,0.9,1,"northj",196,"no","New Jersey","answered 2nd interview","phone",5.05,18,0,1,1
NA,"bk","no",1992-11-17,5,21,0.13,17,26,"both free and reduced price meals",1,5,3,1,"November 1992",7,NA,0.95,0.95,1.05,"northj",197,"no","New Jersey","answered 2nd interview","phone",5.05,20.5,24.390243902439,1,1
NA,"bk","no",1992-11-18,10,4,NA,16,26,"reduced price meals",2,3,3,2,"November 1992",7,NA,0.58,1.01,1.04,"northj",234,"no","New Jersey","answered 2nd interview","phone",5.05,15,66.6666666666667,1,1
NA,"roys","yes",1992-11-16,15,15,0.15,17,26,"reduced price meals",1,3,6,4,"November 1992",6,NA,1.05,1,1.1,"northj",240,"no","New Jersey","answered 2nd interview","phone",5.05,25.5,58.8235294117647,1,1
NA,"roys","no",1992-11-11,15,NA,0.1,16,26,"reduced price meals",1,4,5,5,"November 1992",7,NA,1.05,1.05,1.15,"northj",241,"no","New Jersey","answered 2nd interview","phone",5.05,NA,NA,1,1
NA,"roys","yes",1992-11-11,12,10,0.2,16,8,"reduced price meals",NA,3,6,4,"November 1992",7,NA,1.05,1.06,1.11,"northj",242,"yes","New Jersey","answered 2nd interview","phone",5.05,20,60,1,1
NA,"roys","no",1992-11-17,8,12,NA,13,26,"free meals",3,4,5,1,"November 1992",8.5,NA,1.05,1.11,1.11,"northj",245,"no","New Jersey","answered 2nd interview","phone",5.05,18,44.4444444444444,1,1
NA,"bk","no",1992-11-09,15,15,NA,14.5,NA,"reduced price meals",NA,4,3,3,"November 1992",7.5,NA,0.84,NA,1.05,"southj",259,"no","New Jersey","answered 2nd interview","phone",5.05,26.5,56.6037735849057,1,1
NA,"bk","yes",1992-11-09,0,42.5,0.25,15,26,"reduced price meals",NA,2,4,4,"November 1992",7,NA,0.84,0.78,0.94,"southj",268,"yes","New Jersey","answered 2nd interview","phone",5.05,23.25,0,1,1
NA,"kfc","yes",1992-11-17,0,15,0.1,12,8,"reduced price meals",1,3,4,3,"November 1992",11,NA,2.28,0.73,0.9,"southj",271,"no","New Jersey","answered 2nd interview","phone",5.05,10.5,0,1,1
NA,"kfc","yes",1992-11-14,2,14,0.2,12,26,"reduced price meals",1,3,4,3,"November 1992",11,NA,2.32,0.73,0.94,"southj",272,"no","New Jersey","answered 2nd interview","phone",5.25,12,16.6666666666667,1,1
NA,"kfc","yes",1992-11-13,3,7,0.2,11,26,"free meals",NA,3,NA,NA,"November 1992",11,NA,2.32,NA,NA,"southj",274,"no","New Jersey","answered 2nd interview","phone",5.05,9.5,31.5789473684211,1,1
NA,"kfc","yes",1992-11-13,5,15,0.28,12,26,"both free and reduced price meals",NA,3,5,3,"November 1992",11,NA,2.32,0.73,0.95,"southj",276,"no","New Jersey","answered 2nd interview","phone",5.05,15.5,32.258064516129,1,1
NA,"bk","yes",1992-11-18,4,9,NA,16,13,"reduced price meals",3,6,3,2,"November 1992",7,NA,1,0.94,1.05,"northj",296,"no","New Jersey","answered 2nd interview","phone",5.05,14.5,27.5862068965517,1,1
NA,"kfc","yes",1992-11-17,6,12,0.25,11.5,13,"free meals",1,2,3,2,"November 1992",11,NA,2.32,0.84,1.05,"northj",299,"no","New Jersey","answered 2nd interview","phone",5.05,14,42.8571428571429,1,1
NA,"kfc","yes",1992-11-14,2,7,0.5,10.5,4,"reduced price meals",1,1,3,2,"November 1992",11,NA,2.32,0.84,0.94,"northj",301,"no","New Jersey","answered 2nd interview","phone",5.05,6.5,30.7692307692308,1,1
NA,"kfc","no",1992-11-13,4,6,NA,11,NA,"free meals",NA,3,4,3,"November 1992",11,NA,2.43,0.84,1.05,"southj",320,"no","New Jersey","answered 2nd interview","phone",5.05,10,40,1,1
NA,"kfc","no",1992-11-14,4,11,0.15,12,13,"free meals",2,2,4,3,"November 1992",11,NA,2.43,0.84,1.05,"southj",321,"no","New Jersey","answered 2nd interview","phone",5.05,11.5,34.7826086956522,1,1
NA,"roys","no",1992-12-18,22,39,0.25,24,52,"reduced price meals",4,5,5,2,"November 1992",0,NA,1.05,1.05,1.22,"southj",324,"yes","New Jersey","answered 2nd interview","personal",5.05,46.5,47.3118279569892,1,1
NA,"roys","yes",1992-11-18,0,45,NA,24,NA,"reduced price meals",1,4,4,2,"November 1992",0,NA,1.05,NA,1.22,"southj",326,"no","New Jersey","answered 2nd interview","phone",5.05,26.5,0,1,1
NA,"wendys","no",1992-11-13,3,20,0.25,14.5,52,"free meals",NA,3,2,2,"November 1992",10.5,NA,1.26,0.79,0.94,"southj",330,"no","New Jersey","answered 2nd interview","phone",5.67,16,18.75,1,1
NA,"bk","no",1992-11-09,0,20,0.18,12.5,26,"both free and reduced price meals",NA,3,3,2,"November 1992",9,NA,0.85,0.9,0.9,"southj",334,NA,"New Jersey","answered 2nd interview","phone",5.05,13,0,1,1
NA,"roys","yes",1992-11-11,0,20,0.18,15,4,"reduced price meals",NA,4,3,3,"November 1992",7,NA,0.94,1.01,1.01,"southj",349,"no","New Jersey","answered 2nd interview","phone",5.05,14,0,1,1
NA,"wendys","no",1992-11-13,9,7,0.23,10.5,13,"free meals",NA,3,2,2,"November 1992",10.5,NA,0.94,0.85,1,"southj",354,"no","New Jersey","answered 2nd interview","phone",5.05,15.5,58.0645161290323,1,1
NA,"wendys","no",1992-11-14,0,28,0.15,11.5,17,"free meals",NA,4,2,2,"November 1992",10.5,NA,1.05,0.85,1,"southj",356,"yes","New Jersey","answered 2nd interview","phone",5.05,18,0,1,1
NA,"wendys","no",1992-11-13,21,6,0.25,12.5,13,"free meals",NA,3,2,2,"November 1992",10.5,NA,2.35,0.84,1,"northj",357,"no","New Jersey","answered 2nd interview","phone",5.25,27,77.7777777777778,1,1
NA,"bk","no",1992-11-07,11,22,NA,16,26,"both free and reduced price meals",NA,5,4,2,"November 1992",7,NA,NA,NA,NA,"northj",371,"no","New Jersey","answered 2nd interview","phone",5.25,27,40.7407407407407,1,1
NA,"bk","yes",1992-11-07,18,15,0.25,15.5,13,"reduced price meals",NA,4,6,5,"November 1992",6.5,NA,1.02,0.94,1.1,"northj",373,"yes","New Jersey","answered 2nd interview","phone",5.05,29.5,61.0169491525424,1,1
NA,"bk","no",1992-11-16,0,25,0.1,15,26,"free meals",1,4,3,3,"November 1992",7,NA,1.01,0.94,1.05,"northj",375,"yes","New Jersey","answered 2nd interview","phone",5.5,16.5,0,1,1
NA,"bk","yes",1992-11-07,20,15,0.25,19,52,"reduced price meals",NA,4,6,4,"November 1992",6,NA,1.03,0.99,1.05,"northj",378,"yes","New Jersey","answered 2nd interview","phone",5.05,31.5,63.4920634920635,1,1
NA,"bk","no",1992-11-16,15,15,0.47,16.5,8,"reduced price meals",NA,5,4,2,"November 1992",6.5,NA,1.16,1.16,1.37,"northj",381,"yes","New Jersey","answered 2nd interview","phone",5.05,27.5,54.5454545454545,1,1
NA,"roys","yes",1992-11-18,11,23,NA,16,13,"reduced price meals",3,3,4,4,"November 1992",7,NA,1.05,1.06,1.11,"northj",403,"yes","New Jersey","answered 2nd interview","phone",5.05,25.5,43.1372549019608,1,1
NA,"wendys","yes",1992-11-13,17,22,NA,12.5,13,"free meals",NA,4,2,2,"November 1992",10.5,NA,1.99,0.94,0.84,"northj",406,NA,"New Jersey","answered 2nd interview","phone",5.5,32,53.125,1,1
NA,"wendys","yes",1992-11-13,8,7,0.15,10.5,26,"reduced price meals",NA,3,1,1,"November 1992",11,NA,2.32,1.16,1.05,"northj",408,"no","New Jersey","answered 2nd interview","phone",5.5,14.5,55.1724137931034,1,1
NA,"bk","no",1992-11-17,0,15,NA,15,NA,"free meals",2,3,3,3,"November 1992",7,NA,1.01,1.04,1.09,"northj",409,"no","New Jersey","answered 2nd interview","phone",5.05,10.5,0,1,1
NA,"bk","no",1992-11-05,20,40,NA,16,NA,"reduced price meals",NA,4,4,3,"November 1992",7,NA,0.9,0.79,1.05,"centralj",1,"no","New Jersey","answered 2nd interview","phone",5.05,44,45.4545454545455,1,1
NA,"bk","no",1992-11-05,7.5,10,0.38,15,19,"free meals",NA,3,2,2,"November 1992",7,NA,0.94,1.01,1.05,"centralj",2,"yes","New Jersey","answered 2nd interview","phone",5.25,15.5,48.3870967741936,1,1
NA,"kfc","no",1992-11-17,4,7,0.25,11,26,"free meals",2,3,5,3,"November 1992",11,NA,2.75,0.94,1.05,"centralj",3,"no","New Jersey","answered 2nd interview","phone",5.05,10.5,38.0952380952381,1,1
NA,"roys","no",1992-11-05,5,30,0.28,13.5,26,"reduced price meals",NA,4,6,4,"November 1992",8,NA,0.89,1.37,1.22,"centralj",4,"no","New Jersey","answered 2nd interview","phone",5.05,24,20.8333333333333,1,1
NA,"roys","no",1992-11-18,10,30,0.18,17,4,"reduced price meals",2,4,5,5,"November 1992",6,NA,0.94,0.94,1.05,"centralj",5,"no","New Jersey","answered 2nd interview","phone",5.15,29,34.4827586206897,1,1
NA,"wendys","no",1992-11-05,15,25,0.33,13,26,"reduced price meals",NA,3,2,2,"November 1992",10,NA,0.94,1.01,1.01,"centralj",8,"no","New Jersey","answered 2nd interview","phone",5.05,30.5,49.1803278688525,1,1
NA,"bk","no",1992-11-05,0,32,0.13,16,26,"reduced price meals",NA,4,4,3,"November 1992",7,NA,1.01,0.92,1.11,"centralj",9,"no","New Jersey","answered 2nd interview","phone",5.05,20,0,1,1
NA,"bk","no",1992-11-05,15,15,0.28,16,4,"reduced price meals",NA,4,3,2,"November 1992",7,NA,0.94,0.87,0.94,"centralj",10,"no","New Jersey","answered 2nd interview","phone",5.05,26.5,56.6037735849057,1,1
NA,"bk","no",1992-11-17,12,24,NA,16,NA,"reduced price meals",1,3,3,2,"November 1992",7,NA,0.94,0.87,1.05,"centralj",11,"no","New Jersey","answered 2nd interview","phone",5.05,27,44.4444444444444,1,1
NA,"bk","no",1992-11-18,15,15,0.25,16,26,"both free and reduced price meals",3,4,3,2,"November 1992",7,NA,0.94,0.92,1.01,"centralj",12,"no","New Jersey","answered 2nd interview","phone",5.05,26.5,56.6037735849057,1,1
NA,"kfc","no",1992-11-17,2,11,0.25,11,13,"free meals",1,3,4,3,"November 1992",11,NA,2.75,0.94,1.01,"centralj",13,"no","New Jersey","answered 2nd interview","phone",5,10.5,19.047619047619,1,1
NA,"roys","no",1992-12-10,5,20,0.25,17,NA,"reduced price meals",5,3,3,3,"November 1992",6,NA,2,1.01,1.05,"centralj",15,"no","New Jersey","answered 2nd interview","personal",5.05,18,27.7777777777778,1,1
NA,"roys","no",1992-11-05,7,17,0.25,17,19,"reduced price meals",NA,3,5,5,"November 1992",6,NA,0.94,1.01,1.05,"centralj",16,"no","New Jersey","answered 2nd interview","phone",5.05,18.5,37.8378378378378,1,1
NA,"roys","no",1992-11-16,4,35,0.2,17,13,"reduced price meals",1,4,6,5,"November 1992",6,NA,0.95,0.94,1.05,"centralj",17,"no","New Jersey","answered 2nd interview","phone",5.05,25.5,15.6862745098039,1,1
NA,"roys","no",1992-11-05,8,38,0.25,17,NA,"reduced price meals",NA,5,7,7,"November 1992",6,NA,0.63,1,1.05,"centralj",18,"yes","New Jersey","answered 2nd interview","phone",5.05,32,25,1,1
NA,"bk","no",1992-11-05,6,44,0.3,16,52,"reduced price meals",NA,5,2,2,"November 1992",6,NA,0.95,0.93,1.04,"southj",19,"no","New Jersey","answered 2nd interview","phone",5.05,33,18.1818181818182,1,1
NA,"kfc","no",1992-11-14,0,11,NA,10,NA,"reduced price meals",1,2,3,3,"November 1992",11,NA,2.43,0.94,0.94,"southj",21,"no","New Jersey","answered 2nd interview","phone",5.05,7.5,0,1,1
NA,"roys","no",1992-11-05,3,15,0.13,15,19,"reduced price meals",NA,2,4,4,"November 1992",7,NA,0.94,1.05,1.05,"southj",22,"no","New Jersey","answered 2nd interview","phone",5.05,12.5,24,1,1
NA,"bk","no",1992-11-17,14,14,NA,16.5,NA,"free meals",1,3,3,2,"November 1992",6.5,NA,0.94,0.94,1.05,"northj",23,"no","New Jersey","answered 2nd interview","phone",5.05,24,58.3333333333333,1,1
NA,"bk","no",1992-12-21,15,20,0.15,NA,52,"reduced price meals",3,4,4,3,"November 1992",NA,NA,1,0.94,1.05,"centralj",24,"no","New Jersey","answered 2nd interview","personal",5.05,29,51.7241379310345,1,1
NA,"kfc","no",1992-11-18,6,2,NA,10,NA,"free meals",3,3,3,2,"November 1992",11,NA,2.64,1.05,NA,"northj",28,"no","New Jersey","answered 2nd interview","phone",NA,10,60,1,1
NA,"kfc","no",1992-11-12,0,13,0.25,11,26,"free meals",NA,3,3,3,"November 1992",11,NA,2.64,1.05,1.05,"northj",29,"no","New Jersey","answered 2nd interview","phone",5.05,9.5,0,1,1
NA,"roys","no",1992-11-17,2,25,0.23,11.5,26,"reduced price meals",1,3,4,4,"November 1992",10.5,NA,2.28,1.11,1.22,"northj",32,"no","New Jersey","answered 2nd interview","phone",5.05,17.5,11.4285714285714,1,1
NA,"roys","yes",1992-11-13,11,7,0.5,11.5,26,"reduced price meals",NA,3,5,2,"November 1992",10.5,NA,0.73,1.11,1.22,"northj",34,"no","New Jersey","answered 2nd interview","phone",5.05,17.5,62.8571428571429,1,1
NA,"wendys","no",1992-11-19,13,18,0.25,11.5,13,"reduced price meals",6,3,2,2,"November 1992",10.5,NA,NA,NA,1.03,"northj",35,"no","New Jersey","answered 2nd interview","phone",5.05,25,52,1,1
NA,"bk","no",1992-11-10,10,20,0.25,17.5,NA,"both free and reduced price meals",NA,6,3,2,"November 1992",6.5,NA,0.76,0.82,0.98,"centralj",38,"no","New Jersey","answered 2nd interview","phone",5.05,26,38.4615384615385,1,1
NA,"bk","yes",1992-11-17,15,10,0.1,18,26,"reduced price meals",1,4,4,3,"November 1992",7,NA,1.09,1.01,1.11,"northj",63,"no","New Jersey","answered 2nd interview","phone",5.05,24,62.5,1,1
NA,"bk","no",1992-11-10,13,13,0.25,16,26,"reduced price meals",NA,3,3,3,"November 1992",7,NA,0.95,0.95,1.05,"northj",64,"no","New Jersey","answered 2nd interview","phone",5.05,22.5,57.7777777777778,1,1
NA,"bk","no",1992-12-15,NA,NA,NA,NA,NA,NA,3,3,NA,NA,"November 1992",NA,NA,NA,NA,NA,"northj",65,NA,"New Jersey","closed for renovations","personal",5.05,NA,NA,1,1
NA,"bk","no",1992-11-10,26,10,0.25,17,26,"free meals",NA,4,3,3,"November 1992",7,NA,0.95,0.95,1.05,"northj",66,"yes","New Jersey","answered 2nd interview","phone",5.05,35,74.2857142857143,1,1
NA,"bk","no",1992-11-10,4,17.5,NA,13.5,NA,"free meals",NA,5,3,3,"November 1992",8,NA,1.22,1.05,1.32,"northj",67,"no","New Jersey","answered 2nd interview","phone",5.05,17.75,22.5352112676056,1,1
NA,"bk","no",1992-11-10,13,17,0.28,17,13,"both free and reduced price meals",NA,3,3,1,"November 1992",7,NA,0.95,0.95,1.05,"northj",68,"no","New Jersey","answered 2nd interview","phone",5.05,24.5,53.0612244897959,1,1
NA,"bk","no",1992-11-17,0,27,0.2,18,13,"reduced price meals",NA,3,4,2,"November 1992",7,NA,1,1.01,1.26,"northj",69,"no","New Jersey","answered 2nd interview","phone",5.05,16.5,0,1,1
NA,"bk","no",1992-11-10,10,30,0.23,16,4,"free meals",NA,5,3,3,"November 1992",7,NA,1.01,0.95,1.05,"northj",70,NA,"New Jersey","answered 2nd interview","phone",5.05,30,33.3333333333333,1,1
NA,"bk","no",1992-11-16,29,14,0.18,17,26,"both free and reduced price meals",NA,3,3,2,"November 1992",7,NA,0.95,0.95,1.05,"northj",71,"yes","New Jersey","answered 2nd interview","phone",5.05,39,74.3589743589744,1,1
NA,"kfc","no",1992-11-17,14,0,0.05,11,4,"reduced price meals",2,3,3,NA,"November 1992",11,NA,2.43,1.05,1.05,"northj",73,"no","New Jersey","answered 2nd interview","phone",5.05,17,82.3529411764706,1,1
NA,"kfc","no",1992-11-12,4,11,0.25,11,6,"reduced price meals",NA,3,3,3,"November 1992",11,NA,2.75,1.16,1.16,"northj",75,"yes","New Jersey","answered 2nd interview","phone",5.05,12.5,32,1,1
NA,"roys","yes",1992-11-13,25,15,0.15,16.5,13,"reduced price meals",NA,6,6,3,"November 1992",6.5,NA,1.05,1.06,1.11,"northj",76,"yes","New Jersey","answered 2nd interview","phone",5.05,38.5,64.9350649350649,1,1
NA,"roys","yes",1992-11-13,8,18,0.13,16,41,"reduced price meals",NA,3,5,4,"November 1992",7,NA,1.05,1.06,1.11,"northj",79,"no","New Jersey","answered 2nd interview","phone",5.05,20,40,1,1
NA,"wendys","no",1992-11-14,11,14,0.1,12.5,13,"reduced price meals",2,3,2,1,"November 1992",10.5,NA,0.99,0.98,1.12,"northj",80,"no","New Jersey","answered 2nd interview","phone",5.05,21,52.3809523809524,1,1
NA,"bk","no",1992-11-16,12,30,0.2,16,52,"reduced price meals",NA,5,3,3,"November 1992",7,NA,0.94,0.9,1.05,"centralj",84,"no","New Jersey","answered 2nd interview","phone",5.05,32,37.5,1,1
NA,"bk","no",1992-11-10,9,12,0.13,15,4,"both free and reduced price meals",NA,4,3,3,"November 1992",7,NA,1.04,1.05,1.05,"centralj",86,"no","New Jersey","answered 2nd interview","phone",5.05,19,47.3684210526316,1,1
NA,"bk","no",1992-11-10,0,30,0.18,15,41,"both free and reduced price meals",NA,5,3,3,"November 1992",7,NA,1.04,0.99,1,"centralj",87,"no","New Jersey","answered 2nd interview","phone",5.05,20,0,1,1
NA,"bk","no",1992-12-18,4,37,0.18,15,42,"reduced price meals",2,4,5,2,"November 1992",7,NA,0.94,0.87,1.05,"southj",88,"no","New Jersey","answered 2nd interview","personal",5.05,26.5,15.0943396226415,1,1
NA,"bk","yes",1992-11-17,0,30,0.18,17,26,"free meals",1,4,3,3,"November 1992",7,NA,1.05,1.05,1.11,"centralj",91,"no","New Jersey","answered 2nd interview","phone",5.05,19,0,1,1
NA,"bk","yes",1992-11-10,14,6,0.25,15,NA,"reduced price meals",NA,3,3,3,"November 1992",7,NA,1.05,1.01,1.11,"centralj",92,"no","New Jersey","answered 2nd interview","phone",5.05,20,70,1,1
NA,"bk","yes",1992-11-10,5,25,0.15,16,13,"reduced price meals",NA,5,4,3,"November 1992",7,NA,1.05,1.05,1.11,"northj",93,"no","New Jersey","answered 2nd interview","phone",5.05,22.5,22.2222222222222,1,1
NA,"kfc","no",1992-11-12,0,14,0.25,10,13,"free meals",NA,3,3,3,"November 1992",11,NA,2.53,0.75,1.05,"centralj",95,"no","New Jersey","answered 2nd interview","phone",5.05,10,0,1,1
NA,"kfc","no",1992-11-18,0,15,0.15,10.5,26,"reduced price meals",3,5,4,0,"November 1992",11.5,NA,2.59,0.94,1.05,"northj",96,"no","New Jersey","answered 2nd interview","phone",5.05,12.5,0,1,1
NA,"kfc","no",1992-11-12,2.5,11,0.3,10,13,"reduced price meals",NA,3,3,2,"November 1992",11,NA,2.54,0.8,1.05,"centralj",97,"no","New Jersey","answered 2nd interview","phone",5.05,11,22.7272727272727,1,1
NA,"kfc","no",1992-11-12,3,13,0.45,10,13,"free meals",NA,3,3,3,"November 1992",11,NA,2.53,0.9,1.05,"centralj",98,"no","New Jersey","answered 2nd interview","phone",5.05,12.5,24,1,1
NA,"roys","yes",1992-12-18,30,50,0.25,24,15,"reduced price meals",6,4,5,2,"November 1992",0,NA,2.32,1.17,1.22,"centralj",99,"yes","New Jersey","answered 2nd interview","personal",5.05,59,50.8474576271186,1,1
NA,"roys","no",1992-11-13,10,12,0.15,15,26,"reduced price meals",NA,3,8,3,"November 1992",7,NA,1.05,1.1,1.15,"centralj",101,"no","New Jersey","answered 2nd interview","phone",5.05,19,52.6315789473684,1,1
NA,"roys","no",1992-11-13,0,27,0.25,15,52,"reduced price meals",NA,2,5,5,"November 1992",7,NA,1.05,1.01,1.07,"southj",102,"no","New Jersey","answered 2nd interview","phone",5.05,15.5,0,1,1
NA,"wendys","no",1992-11-14,11,10,0.08,12.5,26,"reduced price meals",1,3,2,2,"November 1992",10.5,NA,0.94,0.84,1,"centralj",104,"yes","New Jersey","answered 2nd interview","phone",5.05,19,57.8947368421053,1,1
NA,"bk","no",1992-11-10,0,45,0.25,16.5,13,"reduced price meals",NA,4,4,3,"November 1992",6.5,NA,1.16,0.99,1.05,"northj",105,"no","New Jersey","answered 2nd interview","phone",5.05,26.5,0,1,1
NA,"bk","no",1992-11-10,2,25,0.2,16,26,"none",NA,3,2,2,"November 1992",7,NA,0.95,0.95,1.05,"northj",106,"no","New Jersey","answered 2nd interview","phone",5.05,17.5,11.4285714285714,1,1
NA,"bk","yes",1992-12-30,13.5,10,NA,14,NA,"free meals",9,2,4,2,"November 1992",8,NA,1,1.01,NA,"northj",107,"no","New Jersey","answered 2nd interview","personal",5.05,20.5,65.8536585365854,1,1
NA,"bk","no",1992-11-16,11,24,0.15,17,26,"free meals",NA,5,3,3,"November 1992",7,NA,1.05,1.02,1.37,"northj",108,"no","New Jersey","answered 2nd interview","phone",5.05,28,39.2857142857143,1,1
NA,"roys","no",1992-11-18,20,14.5,NA,16,26,"reduced price meals",1,3,5,4,"November 1992",7,NA,1,1.16,1.16,"northj",111,"no","New Jersey","answered 2nd interview","phone",5.05,30.25,66.1157024793389,1,1
NA,"bk","no",1992-11-17,20,40,0.25,16.5,26,"reduced price meals",1,4,3,3,"November 1992",6.5,NA,0.94,0.94,1.11,"centralj",114,"no","New Jersey","answered 2nd interview","phone",5.25,44,45.4545454545455,1,1
NA,"bk","no",1992-11-10,6,15,NA,17,NA,"free meals",NA,4,4,4,"November 1992",7,NA,1.01,0.95,1.05,"centralj",115,NA,"New Jersey","answered 2nd interview","phone",5.05,17.5,34.2857142857143,1,1
NA,"bk","no",1992-11-10,22,12,0.45,13,13,"reduced price meals",NA,3,8,2,"November 1992",8.5,NA,1.21,0.95,1.39,"centralj",116,"yes","New Jersey","answered 2nd interview","phone",5.05,31,70.9677419354839,1,1
NA,"bk","no",1992-11-16,18,20,0.38,15,26,"reduced price meals",NA,3,4,2,"November 1992",7,NA,1,0.94,1.05,"northj",118,"no","New Jersey","answered 2nd interview","phone",5.05,31,58.0645161290323,1,1
NA,"bk","no",1992-11-16,18,13,NA,17.5,26,"both free and reduced price meals",1,4,3,3,"November 1992",6.5,NA,0.95,0.89,1.05,"northj",119,"no","New Jersey","answered 2nd interview","phone",5.05,28.5,63.1578947368421,1,1
NA,"bk","yes",1992-11-19,0,30,NA,16,NA,"reduced price meals",3,4,3,2,"November 1992",7,NA,1.05,1.05,1.05,"centralj",120,"no","New Jersey","answered 2nd interview","phone",5.05,19,0,1,1
